Date & Time,Logged in Staff Email,Counter,Member,Amount Due,Amount Paid,Discount Amount,Points Deducted,SKU,Quantity
Thu Nov 06 21:21:02 SGT 2014,cashier1@if.com, Counter 1,,40.0,40.0,0.0,0,RP_BR_17,8,
Thu Nov 06 21:24:09 SGT 2014,cashier1@if.com, Counter 1,,515.0,515.0,0.0,0,RP_BR_19,5,F_BA_14,2,F_BM_30,1,F_LI_58,2,
Thu Nov 06 21:29:54 SGT 2014,cashier1@if.com, Counter 1,,984.0,984.0,0.0,0,F_LI_51,1,F_ST_65,1,F_TD_10,1,F_BA_15,2,
Thu Nov 06 21:30:11 SGT 2014,cashier1@if.com, Counter 1,,72.0,72.0,0.0,0,F_BA_17,3,
Thu Nov 06 21:30:24 SGT 2014,cashier1@if.com, Counter 1,,1440.0,1440.0,0.0,0,F_SC_36,1,
Thu Nov 06 21:30:56 SGT 2014,cashier1@if.com, Counter 1,,2534.0,2534.0,0.0,0,F_ST_61,1,F_SC_36,1,F_SC_38,1,
Thu Nov 06 21:32:54 SGT 2014,cashier1@if.com, Counter 1,,576.0,576.0,0.0,0,F_TD_02,2,
Thu Nov 06 21:33:30 SGT 2014,cashier1@if.com, Counter 1,,1112.0,1112.0,0.0,0,F_TD_05,1,F_BA_13,2,F_BA_18,2,
Thu Nov 06 21:34:01 SGT 2014,cashier1@if.com, Counter 1,,1107.0,1107.0,0.0,0,F_CH_80,1,F_ST_68,2,F_LI_52,1,
Thu Nov 06 21:34:22 SGT 2014,cashier1@if.com, Counter 1,,1560.0,1560.0,0.0,0,F_BA_14,1,F_TD_09,1,F_SC_31,1,
Thu Nov 06 21:35:26 SGT 2014,cashier1@if.com, Counter 1,,1077.0,1077.0,0.0,0,F_CH_73,3,F_BM_27,1,F_CS_45,1,
Thu Nov 06 21:35:33 SGT 2014,cashier1@if.com, Counter 1,,408.0,408.0,0.0,0,F_TD_09,1,
Thu Nov 06 21:35:59 SGT 2014,cashier1@if.com, Counter 1,,378.0,378.0,0.0,0,F_CS_49,2,F_ST_70,1,F_LI_54,3,
